"activityType" "subject" "averageOfVariable" "variableName"
"WALKING" "12" NA "tBodyAcc-mean()-Z"
"WALKING_DOWNSTAIRS" "12" -0.105735506451613 "tBodyAcc-mean()-Z"
"WALKING_UPSTAIRS" "12" NA "tBodyAcc-mean()-Z"
"LAYING" "13" NA "tBodyAcc-mean()-Z"
"SITTING" "13" -0.109135285550765 "tBodyAcc-mean()-Z"
"STANDING" "13" NA "tBodyAcc-mean()-Z"
"WALKING" "13" NA "tBodyAcc-mean()-Z"
"WALKING_DOWNSTAIRS" "13" NA "tBodyAcc-mean()-Z"
"WALKING_UPSTAIRS" "13" NA "tBodyAcc-mean()-Z"
"LAYING" "14" NA "tBodyAcc-mean()-Z"
"SITTING" "14" NA "tBodyAcc-mean()-Z"
"STANDING" "14" NA "tBodyAcc-mean()-Z"
"WALKING" "14" NA "tBodyAcc-mean()-Z"
"WALKING_DOWNSTAIRS" "14" -0.0996007059877049 "tBodyAcc-mean()-Z"
"WALKING_UPSTAIRS" "14" -0.105264366677722 "tBodyAcc-mean()-Z"
"LAYING" "15" NA "tBodyAcc-mean()-Z"
"SITTING" "15" NA "tBodyAcc-mean()-Z"
"STANDING" "15" NA "tBodyAcc-mean()-Z"
"WALKING" "15" NA "tBodyAcc-mean()-Z"
"WALKING_DOWNSTAIRS" "15" -0.112563587594512 "tBodyAcc-mean()-Z"
"WALKING_UPSTAIRS" "15" NA "tBodyAcc-mean()-Z"
"LAYING" "16" NA "tBodyAcc-mean()-Z"
"SITTING" "16" NA "tBodyAcc-mean()-Z"
"STANDING" "16" NA "tBodyAcc-mean()-Z"
"WALKING" "16" NA "tBodyAcc-mean()-Z"
"WALKING_DOWNSTAIRS" "16" -0.107263924445355 "tBodyAcc-mean()-Z"
"WALKING_UPSTAIRS" "16" NA "tBodyAcc-mean()-Z"
"LAYING" "17" NA "tBodyAcc-mean()-Z"
"SITTING" "17" -0.109111919458969 "tBodyAcc-mean()-Z"
"STANDING" "17" NA "tBodyAcc-mean()-Z"
"WALKING" "17" NA "tBodyAcc-mean()-Z"
"WALKING_DOWNSTAIRS" "17" -0.109786077604167 "tBodyAcc-mean()-Z"
"WALKING_UPSTAIRS" "17" NA "tBodyAcc-mean()-Z"
"LAYING" "18" NA "tBodyAcc-mean()-Z"
"SITTING" "18" -0.110021546 "tBodyAcc-mean()-Z"
"STANDING" "18" -0.107940757511976 "tBodyAcc-mean()-Z"
"WALKING" "18" NA "tBodyAcc-mean()-Z"
"WALKING_DOWNSTAIRS" "18" NA "tBodyAcc-mean()-Z"
"WALKING_UPSTAIRS" "18" NA "tBodyAcc-mean()-Z"
"LAYING" "19" NA "tBodyAcc-mean()-Z"
"SITTING" "19" -0.118277180099383 "tBodyAcc-mean()-Z"
"STANDING" "19" NA "tBodyAcc-mean()-Z"
"WALKING" "19" NA "tBodyAcc-mean()-Z"
"WALKING_DOWNSTAIRS" "19" NA "tBodyAcc-mean()-Z"
"WALKING_UPSTAIRS" "19" NA "tBodyAcc-mean()-Z"
"LAYING" "20" -0.103432062417949 "tBodyAcc-mean()-Z"
"SITTING" "20" NA "tBodyAcc-mean()-Z"
"STANDING" "20" -0.111651090326263 "tBodyAcc-mean()-Z"
"WALKING" "20" NA "tBodyAcc-mean()-Z"
"WALKING_DOWNSTAIRS" "20" NA "tBodyAcc-mean()-Z"
"WALKING_UPSTAIRS" "20" NA "tBodyAcc-mean()-Z"
"LAYING" "21" NA "tBodyAcc-mean()-Z"
"SITTING" "21" -0.10877848058848 "tBodyAcc-mean()-Z"
"STANDING" "21" NA "tBodyAcc-mean()-Z"
"WALKING" "21" NA "tBodyAcc-mean()-Z"
"WALKING_DOWNSTAIRS" "21" NA "tBodyAcc-mean()-Z"
"WALKING_UPSTAIRS" "21" NA "tBodyAcc-mean()-Z"
"LAYING" "22" NA "tBodyAcc-mean()-Z"
"SITTING" "22" -0.108558951083333 "tBodyAcc-mean()-Z"
"STANDING" "22" -0.108849744982114 "tBodyAcc-mean()-Z"
"WALKING" "22" NA "tBodyAcc-mean()-Z"
"WALKING_DOWNSTAIRS" "22" NA "tBodyAcc-mean()-Z"
"WALKING_UPSTAIRS" "22" NA "tBodyAcc-mean()-Z"
"LAYING" "23" NA "tBodyAcc-mean()-Z"
"SITTING" "23" NA "tBodyAcc-mean()-Z"
"STANDING" "23" -0.109093982385242 "tBodyAcc-mean()-Z"
"WALKING" "23" NA "tBodyAcc-mean()-Z"
"WALKING_DOWNSTAIRS" "23" NA "tBodyAcc-mean()-Z"
"WALKING_UPSTAIRS" "23" NA "tBodyAcc-mean()-Z"
"LAYING" "24" -0.107914503687664 "tBodyAcc-mean()-Z"
"SITTING" "24" NA "tBodyAcc-mean()-Z"
"STANDING" "24" NA "tBodyAcc-mean()-Z"
"WALKING" "24" NA "tBodyAcc-mean()-Z"
"WALKING_DOWNSTAIRS" "24" NA "tBodyAcc-mean()-Z"
"WALKING_UPSTAIRS" "24" NA "tBodyAcc-mean()-Z"
"LAYING" "25" NA "tBodyAcc-mean()-Z"
"SITTING" "25" NA "tBodyAcc-mean()-Z"
"STANDING" "25" -0.10962903098044 "tBodyAcc-mean()-Z"
"WALKING" "25" NA "tBodyAcc-mean()-Z"
"WALKING_DOWNSTAIRS" "25" NA "tBodyAcc-mean()-Z"
"WALKING_UPSTAIRS" "25" NA "tBodyAcc-mean()-Z"
"LAYING" "26" NA "tBodyAcc-mean()-Z"
"SITTING" "26" NA "tBodyAcc-mean()-Z"
"STANDING" "26" -0.107637894928571 "tBodyAcc-mean()-Z"
"WALKING" "26" NA "tBodyAcc-mean()-Z"
"WALKING_DOWNSTAIRS" "26" NA "tBodyAcc-mean()-Z"
"WALKING_UPSTAIRS" "26" NA "tBodyAcc-mean()-Z"
"LAYING" "27" -0.112273368370134 "tBodyAcc-mean()-Z"
"SITTING" "27" NA "tBodyAcc-mean()-Z"
"STANDING" "27" -0.105403810015385 "tBodyAcc-mean()-Z"
"WALKING" "27" NA "tBodyAcc-mean()-Z"
"WALKING_DOWNSTAIRS" "27" NA "tBodyAcc-mean()-Z"
"WALKING_UPSTAIRS" "27" NA "tBodyAcc-mean()-Z"
"LAYING" "28" -0.109710873104188 "tBodyAcc-mean()-Z"
"SITTING" "28" NA "tBodyAcc-mean()-Z"
"STANDING" "28" NA "tBodyAcc-mean()-Z"
"WALKING" "28" NA "tBodyAcc-mean()-Z"
"WALKING_DOWNSTAIRS" "28" NA "tBodyAcc-mean()-Z"
"WALKING_UPSTAIRS" "28" NA "tBodyAcc-mean()-Z"
"LAYING" "29" -0.108675612269477 "tBodyAcc-mean()-Z"
"SITTING" "29" NA "tBodyAcc-mean()-Z"
"STANDING" "29" NA "tBodyAcc-mean()-Z"
"WALKING" "29" NA "tBodyAcc-mean()-Z"
"WALKING_DOWNSTAIRS" "29" NA "tBodyAcc-mean()-Z"
"WALKING_UPSTAIRS" "29" NA "tBodyAcc-mean()-Z"
"LAYING" "30" -0.10589355727859 "tBodyAcc-mean()-Z"
"SITTING" "30" NA "tBodyAcc-mean()-Z"
"STANDING" "30" NA "tBodyAcc-mean()-Z"
"WALKING" "30" NA "tBodyAcc-mean()-Z"
"WALKING_DOWNSTAIRS" "30" NA "tBodyAcc-mean()-Z"
"WALKING_UPSTAIRS" "30" NA "tBodyAcc-mean()-Z"
"LAYING" "1" NA "tBodyAcc-std()-X"
"SITTING" "1" NA "tBodyAcc-std()-X"
"STANDING" "1" NA "tBodyAcc-std()-X"
"WALKING" "1" -0.545795331328326 "tBodyAcc-std()-X"
"WALKING_DOWNSTAIRS" "1" NA "tBodyAcc-std()-X"
"WALKING_UPSTAIRS" "1" NA "tBodyAcc-std()-X"
"LAYING" "2" NA "tBodyAcc-std()-X"
"SITTING" "2" NA "tBodyAcc-std()-X"
"STANDING" "2" NA "tBodyAcc-std()-X"
"WALKING" "2" -0.605586497159271 "tBodyAcc-std()-X"
"WALKING_DOWNSTAIRS" "2" NA "tBodyAcc-std()-X"
"WALKING_UPSTAIRS" "2" NA "tBodyAcc-std()-X"
"LAYING" "3" NA "tBodyAcc-std()-X"
"SITTING" "3" NA "tBodyAcc-std()-X"
"STANDING" "3" NA "tBodyAcc-std()-X"
"WALKING" "3" -0.623413602046921 "tBodyAcc-std()-X"
"WALKING_DOWNSTAIRS" "3" NA "tBodyAcc-std()-X"
"WALKING_UPSTAIRS" "3" NA "tBodyAcc-std()-X"
"LAYING" "4" NA "tBodyAcc-std()-X"
"SITTING" "4" NA "tBodyAcc-std()-X"
"STANDING" "4" NA "tBodyAcc-std()-X"
"WALKING" "4" -0.68386446609433 "tBodyAcc-std()-X"
"WALKING_DOWNSTAIRS" "4" NA "tBodyAcc-std()-X"
"WALKING_UPSTAIRS" "4" -0.481157815330894 "tBodyAcc-std()-X"
"LAYING" "5" NA "tBodyAcc-std()-X"
"SITTING" "5" NA "tBodyAcc-std()-X"
"STANDING" "5" NA "tBodyAcc-std()-X"
"WALKING" "5" -0.507691011391722 "tBodyAcc-std()-X"
"WALKING_DOWNSTAIRS" "5" NA "tBodyAcc-std()-X"
"WALKING_UPSTAIRS" "5" NA "tBodyAcc-std()-X"
"LAYING" "6" NA "tBodyAcc-std()-X"
"SITTING" "6" NA "tBodyAcc-std()-X"
"STANDING" "6" NA "tBodyAcc-std()-X"
"WALKING" "6" -0.647669170333475 "tBodyAcc-std()-X"
"WALKING_DOWNSTAIRS" "6" NA "tBodyAcc-std()-X"
"WALKING_UPSTAIRS" "6" -0.127000600558652 "tBodyAcc-std()-X"
"LAYING" "7" NA "tBodyAcc-std()-X"
"SITTING" "7" NA "tBodyAcc-std()-X"
"STANDING" "7" NA "tBodyAcc-std()-X"
"WALKING" "7" NA "tBodyAcc-std()-X"
"WALKING_DOWNSTAIRS" "7" NA "tBodyAcc-std()-X"
"WALKING_UPSTAIRS" "7" -0.577518324748052 "tBodyAcc-std()-X"
"LAYING" "8" NA "tBodyAcc-std()-X"
"SITTING" "8" NA "tBodyAcc-std()-X"
"STANDING" "8" NA "tBodyAcc-std()-X"
"WALKING" "8" NA "tBodyAcc-std()-X"
"WALKING_DOWNSTAIRS" "8" NA "tBodyAcc-std()-X"
"WALKING_UPSTAIRS" "8" -0.582958863017438 "tBodyAcc-std()-X"
"LAYING" "9" NA "tBodyAcc-std()-X"
"SITTING" "9" NA "tBodyAcc-std()-X"
"STANDING" "9" NA "tBodyAcc-std()-X"
"WALKING" "9" NA "tBodyAcc-std()-X"
"WALKING_DOWNSTAIRS" "9" NA "tBodyAcc-std()-X"
"WALKING_UPSTAIRS" "9" -0.555656544538194 "tBodyAcc-std()-X"
"LAYING" "10" NA "tBodyAcc-std()-X"
"SITTING" "10" NA "tBodyAcc-std()-X"
"STANDING" "10" NA "tBodyAcc-std()-X"
"WALKING" "10" NA "tBodyAcc-std()-X"
"WALKING_DOWNSTAIRS" "10" -0.425216183982906 "tBodyAcc-std()-X"
"WALKING_UPSTAIRS" "10" -0.976914667166667 "tBodyAcc-std()-X"
"LAYING" "11" NA "tBodyAcc-std()-X"
"SITTING" "11" NA "tBodyAcc-std()-X"
"STANDING" "11" NA "tBodyAcc-std()-X"
"WALKING" "11" NA "tBodyAcc-std()-X"
"WALKING_DOWNSTAIRS" "11" NA "tBodyAcc-std()-X"
"WALKING_UPSTAIRS" "11" -0.58947649779557 "tBodyAcc-std()-X"
"LAYING" "12" NA "tBodyAcc-std()-X"
"SITTING" "12" -0.508665196767164 "tBodyAcc-std()-X"
"STANDING" "12" NA "tBodyAcc-std()-X"
"WALKING" "12" NA "tBodyAcc-std()-X"
"WALKING_DOWNSTAIRS" "12" -0.638208440290323 "tBodyAcc-std()-X"
"WALKING_UPSTAIRS" "12" NA "tBodyAcc-std()-X"
"LAYING" "13" NA "tBodyAcc-std()-X"
"SITTING" "13" -0.624844460199083 "tBodyAcc-std()-X"
"STANDING" "13" NA "tBodyAcc-std()-X"
"WALKING" "13" NA "tBodyAcc-std()-X"
"WALKING_DOWNSTAIRS" "13" NA "tBodyAcc-std()-X"
"WALKING_UPSTAIRS" "13" NA "tBodyAcc-std()-X"
"LAYING" "14" NA "tBodyAcc-std()-X"
"SITTING" "14" NA "tBodyAcc-std()-X"
"STANDING" "14" NA "tBodyAcc-std()-X"
"WALKING" "14" NA "tBodyAcc-std()-X"
"WALKING_DOWNSTAIRS" "14" -0.493875900753279 "tBodyAcc-std()-X"
"WALKING_UPSTAIRS" "14" -0.975494321518987 "tBodyAcc-std()-X"
"LAYING" "15" NA "tBodyAcc-std()-X"
"SITTING" "15" NA "tBodyAcc-std()-X"
"STANDING" "15" NA "tBodyAcc-std()-X"
"WALKING" "15" NA "tBodyAcc-std()-X"
"WALKING_DOWNSTAIRS" "15" -0.556541173089329 "tBodyAcc-std()-X"
"WALKING_UPSTAIRS" "15" NA "tBodyAcc-std()-X"
"LAYING" "16" NA "tBodyAcc-std()-X"
"SITTING" "16" NA "tBodyAcc-std()-X"
"STANDING" "16" NA "tBodyAcc-std()-X"
"WALKING" "16" NA "tBodyAcc-std()-X"
"WALKING_DOWNSTAIRS" "16" -0.668161498298634 "tBodyAcc-std()-X"
"WALKING_UPSTAIRS" "16" NA "tBodyAcc-std()-X"
"LAYING" "17" NA "tBodyAcc-std()-X"
"SITTING" "17" -0.550867932263844 "tBodyAcc-std()-X"
"STANDING" "17" NA "tBodyAcc-std()-X"
"WALKING" "17" NA "tBodyAcc-std()-X"
"WALKING_DOWNSTAIRS" "17" -0.992370654583333 "tBodyAcc-std()-X"
"WALKING_UPSTAIRS" "17" NA "tBodyAcc-std()-X"
"LAYING" "18" NA "tBodyAcc-std()-X"
"SITTING" "18" -0.991705206333333 "tBodyAcc-std()-X"
"STANDING" "18" -0.667932305209581 "tBodyAcc-std()-X"
"WALKING" "18" NA "tBodyAcc-std()-X"
"WALKING_DOWNSTAIRS" "18" NA "tBodyAcc-std()-X"
"WALKING_UPSTAIRS" "18" NA "tBodyAcc-std()-X"
"LAYING" "19" NA "tBodyAcc-std()-X"
"SITTING" "19" -0.574658922919194 "tBodyAcc-std()-X"
"STANDING" "19" NA "tBodyAcc-std()-X"
"WALKING" "19" NA "tBodyAcc-std()-X"
"WALKING_DOWNSTAIRS" "19" NA "tBodyAcc-std()-X"
"WALKING_UPSTAIRS" "19" NA "tBodyAcc-std()-X"
"LAYING" "20" -0.546535422961538 "tBodyAcc-std()-X"
"SITTING" "20" NA "tBodyAcc-std()-X"
"STANDING" "20" -0.650788909160606 "tBodyAcc-std()-X"
"WALKING" "20" NA "tBodyAcc-std()-X"
"WALKING_DOWNSTAIRS" "20" NA "tBodyAcc-std()-X"
"WALKING_UPSTAIRS" "20" NA "tBodyAcc-std()-X"
"LAYING" "21" NA "tBodyAcc-std()-X"
"SITTING" "21" -0.672323867377451 "tBodyAcc-std()-X"
"STANDING" "21" NA "tBodyAcc-std()-X"
"WALKING" "21" NA "tBodyAcc-std()-X"
"WALKING_DOWNSTAIRS" "21" NA "tBodyAcc-std()-X"
"WALKING_UPSTAIRS" "21" NA "tBodyAcc-std()-X"
"LAYING" "22" NA "tBodyAcc-std()-X"
"SITTING" "22" -0.631563159137374 "tBodyAcc-std()-X"
"STANDING" "22" -0.408498997088862 "tBodyAcc-std()-X"
"WALKING" "22" NA "tBodyAcc-std()-X"
"WALKING_DOWNSTAIRS" "22" NA "tBodyAcc-std()-X"
"WALKING_UPSTAIRS" "22" NA "tBodyAcc-std()-X"
"LAYING" "23" NA "tBodyAcc-std()-X"
"SITTING" "23" NA "tBodyAcc-std()-X"
"STANDING" "23" -0.622594039757258 "tBodyAcc-std()-X"
"WALKING" "23" NA "tBodyAcc-std()-X"
"WALKING_DOWNSTAIRS" "23" NA "tBodyAcc-std()-X"
"WALKING_UPSTAIRS" "23" NA "tBodyAcc-std()-X"
"LAYING" "24" -0.675459176298425 "tBodyAcc-std()-X"
"SITTING" "24" NA "tBodyAcc-std()-X"
"STANDING" "24" NA "tBodyAcc-std()-X"
"WALKING" "24" NA "tBodyAcc-std()-X"
"WALKING_DOWNSTAIRS" "24" NA "tBodyAcc-std()-X"
"WALKING_UPSTAIRS" "24" NA "tBodyAcc-std()-X"
"LAYING" "25" NA "tBodyAcc-std()-X"
"SITTING" "25" NA "tBodyAcc-std()-X"
"STANDING" "25" -0.716264537547677 "tBodyAcc-std()-X"
"WALKING" "25" NA "tBodyAcc-std()-X"
"WALKING_DOWNSTAIRS" "25" NA "tBodyAcc-std()-X"
"WALKING_UPSTAIRS" "25" NA "tBodyAcc-std()-X"
"LAYING" "26" NA "tBodyAcc-std()-X"
"SITTING" "26" NA "tBodyAcc-std()-X"
"STANDING" "26" -0.623101031168367 "tBodyAcc-std()-X"
"WALKING" "26" NA "tBodyAcc-std()-X"
"WALKING_DOWNSTAIRS" "26" NA "tBodyAcc-std()-X"
"WALKING_UPSTAIRS" "26" NA "tBodyAcc-std()-X"
"LAYING" "27" -0.574783321550336 "tBodyAcc-std()-X"
"SITTING" "27" NA "tBodyAcc-std()-X"
"STANDING" "27" -0.990276643846154 "tBodyAcc-std()-X"
"WALKING" "27" NA "tBodyAcc-std()-X"
"WALKING_DOWNSTAIRS" "27" NA "tBodyAcc-std()-X"
"WALKING_UPSTAIRS" "27" NA "tBodyAcc-std()-X"
"LAYING" "28" -0.649040391307853 "tBodyAcc-std()-X"
"SITTING" "28" NA "tBodyAcc-std()-X"
"STANDING" "28" NA "tBodyAcc-std()-X"
"WALKING" "28" NA "tBodyAcc-std()-X"
"WALKING_DOWNSTAIRS" "28" NA "tBodyAcc-std()-X"
"WALKING_UPSTAIRS" "28" NA "tBodyAcc-std()-X"
"LAYING" "29" -0.574295395364826 "tBodyAcc-std()-X"
"SITTING" "29" NA "tBodyAcc-std()-X"
"STANDING" "29" NA "tBodyAcc-std()-X"
"WALKING" "29" NA "tBodyAcc-std()-X"
"WALKING_DOWNSTAIRS" "29" NA "tBodyAcc-std()-X"
"WALKING_UPSTAIRS" "29" NA "tBodyAcc-std()-X"
"LAYING" "30" -0.615890785389034 "tBodyAcc-std()-X"
"SITTING" "30" NA "tBodyAcc-std()-X"
"STANDING" "30" NA "tBodyAcc-std()-X"
"WALKING" "30" NA "tBodyAcc-std()-X"
"WALKING_DOWNSTAIRS" "30" NA "tBodyAcc-std()-X"
"WALKING_UPSTAIRS" "30" NA "tBodyAcc-std()-X"
"LAYING" "1" NA "tBodyAcc-std()-Y"
"SITTING" "1" NA "tBodyAcc-std()-Y"
"STANDING" "1" NA "tBodyAcc-std()-Y"
"WALKING" "1" -0.367716218227378 "tBodyAcc-std()-Y"
"WALKING_DOWNSTAIRS" "1" NA "tBodyAcc-std()-Y"
"WALKING_UPSTAIRS" "1" NA "tBodyAcc-std()-Y"
"LAYING" "2" NA "tBodyAcc-std()-Y"
"SITTING" "2" NA "tBodyAcc-std()-Y"
"STANDING" "2" NA "tBodyAcc-std()-Y"
"WALKING" "2" -0.428962986589404 "tBodyAcc-std()-Y"
"WALKING_DOWNSTAIRS" "2" NA "tBodyAcc-std()-Y"
"WALKING_UPSTAIRS" "2" NA "tBodyAcc-std()-Y"
"LAYING" "3" NA "tBodyAcc-std()-Y"
"SITTING" "3" NA "tBodyAcc-std()-Y"
"STANDING" "3" NA "tBodyAcc-std()-Y"
"WALKING" "3" -0.480015920697654 "tBodyAcc-std()-Y"
"WALKING_DOWNSTAIRS" "3" NA "tBodyAcc-std()-Y"
"WALKING_UPSTAIRS" "3" NA "tBodyAcc-std()-Y"
"LAYING" "4" NA "tBodyAcc-std()-Y"
"SITTING" "4" NA "tBodyAcc-std()-Y"
"STANDING" "4" NA "tBodyAcc-std()-Y"
"WALKING" "4" -0.589609330539691 "tBodyAcc-std()-Y"
"WALKING_DOWNSTAIRS" "4" NA "tBodyAcc-std()-Y"
"WALKING_UPSTAIRS" "4" -0.384255322007236 "tBodyAcc-std()-Y"
"LAYING" "5" NA "tBodyAcc-std()-Y"
"SITTING" "5" NA "tBodyAcc-std()-Y"
"STANDING" "5" NA "tBodyAcc-std()-Y"
"WALKING" "5" -0.402724906078146 "tBodyAcc-std()-Y"
"WALKING_DOWNSTAIRS" "5" NA "tBodyAcc-std()-Y"
"WALKING_UPSTAIRS" "5" NA "tBodyAcc-std()-Y"
"LAYING" "6" NA "tBodyAcc-std()-Y"
"SITTING" "6" NA "tBodyAcc-std()-Y"
"STANDING" "6" NA "tBodyAcc-std()-Y"
"WALKING" "6" -0.553142396078856 "tBodyAcc-std()-Y"
"WALKING_DOWNSTAIRS" "6" NA "tBodyAcc-std()-Y"
"WALKING_UPSTAIRS" "6" 0.121465311011236 "tBodyAcc-std()-Y"
"LAYING" "7" NA "tBodyAcc-std()-Y"
"SITTING" "7" NA "tBodyAcc-std()-Y"
"STANDING" "7" NA "tBodyAcc-std()-Y"
"WALKING" "7" NA "tBodyAcc-std()-Y"
"WALKING_DOWNSTAIRS" "7" NA "tBodyAcc-std()-Y"
"WALKING_UPSTAIRS" "7" -0.546403365345779 "tBodyAcc-std()-Y"
"LAYING" "8" NA "tBodyAcc-std()-Y"
"SITTING" "8" NA "tBodyAcc-std()-Y"
"STANDING" "8" NA "tBodyAcc-std()-Y"
"WALKING" "8" NA "tBodyAcc-std()-Y"
"WALKING_DOWNSTAIRS" "8" NA "tBodyAcc-std()-Y"
"WALKING_UPSTAIRS" "8" -0.349383732046263 "tBodyAcc-std()-Y"
"LAYING" "9" NA "tBodyAcc-std()-Y"
"SITTING" "9" NA "tBodyAcc-std()-Y"
"STANDING" "9" NA "tBodyAcc-std()-Y"
"WALKING" "9" NA "tBodyAcc-std()-Y"
"WALKING_DOWNSTAIRS" "9" NA "tBodyAcc-std()-Y"
"WALKING_UPSTAIRS" "9" -0.5758878952125 "tBodyAcc-std()-Y"
"LAYING" "10" NA "tBodyAcc-std()-Y"
"SITTING" "10" NA "tBodyAcc-std()-Y"
"STANDING" "10" NA "tBodyAcc-std()-Y"
"WALKING" "10" NA "tBodyAcc-std()-Y"
"WALKING_DOWNSTAIRS" "10" -0.386704550776068 "tBodyAcc-std()-Y"
"WALKING_UPSTAIRS" "10" -0.929141091633333 "tBodyAcc-std()-Y"
"LAYING" "11" NA "tBodyAcc-std()-Y"
"SITTING" "11" NA "tBodyAcc-std()-Y"
"STANDING" "11" NA "tBodyAcc-std()-Y"
"WALKING" "11" NA "tBodyAcc-std()-Y"
"WALKING_DOWNSTAIRS" "11" NA "tBodyAcc-std()-Y"
"WALKING_UPSTAIRS" "11" -0.490379346996835 "tBodyAcc-std()-Y"
"LAYING" "12" NA "tBodyAcc-std()-Y"
"SITTING" "12" -0.401357613464179 "tBodyAcc-std()-Y"
"STANDING" "12" NA "tBodyAcc-std()-Y"
"WALKING" "12" NA "tBodyAcc-std()-Y"
"WALKING_DOWNSTAIRS" "12" -0.608983265026882 "tBodyAcc-std()-Y"
"WALKING_UPSTAIRS" "12" NA "tBodyAcc-std()-Y"
"LAYING" "13" NA "tBodyAcc-std()-Y"
"SITTING" "13" -0.448816097853364 "tBodyAcc-std()-Y"
"STANDING" "13" NA "tBodyAcc-std()-Y"
"WALKING" "13" NA "tBodyAcc-std()-Y"
"WALKING_DOWNSTAIRS" "13" NA "tBodyAcc-std()-Y"
"WALKING_UPSTAIRS" "13" NA "tBodyAcc-std()-Y"
"LAYING" "14" NA "tBodyAcc-std()-Y"
"SITTING" "14" NA "tBodyAcc-std()-Y"
"STANDING" "14" NA "tBodyAcc-std()-Y"
"WALKING" "14" NA "tBodyAcc-std()-Y"
"WALKING_DOWNSTAIRS" "14" -0.190356784144426 "tBodyAcc-std()-Y"
"WALKING_UPSTAIRS" "14" -0.944189643417721 "tBodyAcc-std()-Y"
"LAYING" "15" NA "tBodyAcc-std()-Y"
"SITTING" "15" NA "tBodyAcc-std()-Y"
"STANDING" "15" NA "tBodyAcc-std()-Y"
"WALKING" "15" NA "tBodyAcc-std()-Y"
"WALKING_DOWNSTAIRS" "15" -0.481679537956006 "tBodyAcc-std()-Y"
"WALKING_UPSTAIRS" "15" NA "tBodyAcc-std()-Y"
"LAYING" "16" NA "tBodyAcc-std()-Y"
"SITTING" "16" NA "tBodyAcc-std()-Y"
"STANDING" "16" NA "tBodyAcc-std()-Y"
"WALKING" "16" NA "tBodyAcc-std()-Y"
"WALKING_DOWNSTAIRS" "16" -0.649947067892896 "tBodyAcc-std()-Y"
"WALKING_UPSTAIRS" "16" NA "tBodyAcc-std()-Y"
"LAYING" "17" NA "tBodyAcc-std()-Y"
"SITTING" "17" -0.507275258134 "tBodyAcc-std()-Y"
"STANDING" "17" NA "tBodyAcc-std()-Y"
"WALKING" "17" NA "tBodyAcc-std()-Y"
"WALKING_DOWNSTAIRS" "17" -0.965205728333333 "tBodyAcc-std()-Y"
"WALKING_UPSTAIRS" "17" NA "tBodyAcc-std()-Y"
"LAYING" "18" NA "tBodyAcc-std()-Y"
"SITTING" "18" -0.939095257 "tBodyAcc-std()-Y"
"STANDING" "18" -0.599095553763473 "tBodyAcc-std()-Y"
"WALKING" "18" NA "tBodyAcc-std()-Y"
"WALKING_DOWNSTAIRS" "18" NA "tBodyAcc-std()-Y"
"WALKING_UPSTAIRS" "18" NA "tBodyAcc-std()-Y"
"LAYING" "19" NA "tBodyAcc-std()-Y"
"SITTING" "19" -0.507035084992639 "tBodyAcc-std()-Y"
"STANDING" "19" NA "tBodyAcc-std()-Y"
"WALKING" "19" NA "tBodyAcc-std()-Y"
"WALKING_DOWNSTAIRS" "19" NA "tBodyAcc-std()-Y"
"WALKING_UPSTAIRS" "19" NA "tBodyAcc-std()-Y"
"LAYING" "20" -0.259011300096154 "tBodyAcc-std()-Y"
"SITTING" "20" NA "tBodyAcc-std()-Y"
"STANDING" "20" -0.456259753985354 "tBodyAcc-std()-Y"
"WALKING" "20" NA "tBodyAcc-std()-Y"
"WALKING_DOWNSTAIRS" "20" NA "tBodyAcc-std()-Y"
"WALKING_UPSTAIRS" "20" NA "tBodyAcc-std()-Y"
"LAYING" "21" NA "tBodyAcc-std()-Y"
"SITTING" "21" -0.565585190336299 "tBodyAcc-std()-Y"
"STANDING" "21" NA "tBodyAcc-std()-Y"
"WALKING" "21" NA "tBodyAcc-std()-Y"
"WALKING_DOWNSTAIRS" "21" NA "tBodyAcc-std()-Y"
"WALKING_UPSTAIRS" "21" NA "tBodyAcc-std()-Y"
"LAYING" "22" NA "tBodyAcc-std()-Y"
"SITTING" "22" -0.593370593093586 "tBodyAcc-std()-Y"
"STANDING" "22" -0.326700060089431 "tBodyAcc-std()-Y"
"WALKING" "22" NA "tBodyAcc-std()-Y"
"WALKING_DOWNSTAIRS" "22" NA "tBodyAcc-std()-Y"
"WALKING_UPSTAIRS" "22" NA "tBodyAcc-std()-Y"
"LAYING" "23" NA "tBodyAcc-std()-Y"
"SITTING" "23" NA "tBodyAcc-std()-Y"
"STANDING" "23" -0.532078546615699 "tBodyAcc-std()-Y"
"WALKING" "23" NA "tBodyAcc-std()-Y"
"WALKING_DOWNSTAIRS" "23" NA "tBodyAcc-std()-Y"
"WALKING_UPSTAIRS" "23" NA "tBodyAcc-std()-Y"
"LAYING" "24" -0.582490655185302 "tBodyAcc-std()-Y"
"SITTING" "24" NA "tBodyAcc-std()-Y"
"STANDING" "24" NA "tBodyAcc-std()-Y"
"WALKING" "24" NA "tBodyAcc-std()-Y"
"WALKING_DOWNSTAIRS" "24" NA "tBodyAcc-std()-Y"
"WALKING_UPSTAIRS" "24" NA "tBodyAcc-std()-Y"
"LAYING" "25" NA "tBodyAcc-std()-Y"
"SITTING" "25" NA "tBodyAcc-std()-Y"
"STANDING" "25" -0.531421035602689 "tBodyAcc-std()-Y"
"WALKING" "25" NA "tBodyAcc-std()-Y"
"WALKING_DOWNSTAIRS" "25" NA "tBodyAcc-std()-Y"
